date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:51:04	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:02%20GMT	https://www.clapat.com/templates/humpton/index-carousel/images/logo-white.png	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/logo-white.a0.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:05	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:04%20GMT	https://www.clapat.com/templates/humpton/index-carousel/index-showcase.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/index-showcase.a1.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:05	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:04%20GMT	https://www.clapat.com/templates/humpton/index-carousel/index-showcase/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/index-showcase/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:06	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:05%20GMT	https://www.clapat.com/templates/humpton/index-carousel/index-carousel.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/index-carousel.a2.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:06	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:05%20GMT	https://www.clapat.com/templates/humpton/index-carousel/index-carousel/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/index-carousel/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:07	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:06%20GMT	https://www.clapat.com/templates/humpton/index-carousel/portfolio-overlapping-grid.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/portfolio-overlapping-grid.a3.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:07	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:06%20GMT	https://www.clapat.com/templates/humpton/index-carousel/portfolio-overlapping-grid/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/portfolio-overlapping-grid/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:08	288/288	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:07%20GMT	https://www.clapat.com/templates/humpton/index-carousel/portfolio-parallax-grid.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/portfolio-parallax-grid.a4.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:08	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:07%20GMT	https://www.clapat.com/templates/humpton/index-carousel/portfolio-parallax-grid/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/portfolio-parallax-grid/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:09	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:08%20GMT	https://www.clapat.com/templates/humpton/index-carousel/portfolio-grid.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/portfolio-grid.a5.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:09	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:08%20GMT	https://www.clapat.com/templates/humpton/index-carousel/portfolio-grid/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/portfolio-grid/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:10	270/270	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:08%20GMT	https://www.clapat.com/templates/humpton/index-carousel/about.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/about.a6.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:10	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:09%20GMT	https://www.clapat.com/templates/humpton/index-carousel/about/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/about/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:11	272/272	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:09%20GMT	https://www.clapat.com/templates/humpton/index-carousel/contact.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/contact.a7.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:11	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:10%20GMT	https://www.clapat.com/templates/humpton/index-carousel/contact/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/contact/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:12	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:11%20GMT	https://www.clapat.com/templates/humpton/index-carousel/typography.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/typography.a8.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:12	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:11%20GMT	https://www.clapat.com/templates/humpton/index-carousel/typography/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/typography/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:13	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:12%20GMT	https://www.clapat.com/templates/humpton/index-carousel/multimedia.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/multimedia.a9.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:13	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:12%20GMT	https://www.clapat.com/templates/humpton/index-carousel/multimedia/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/multimedia/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:14	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:13%20GMT	https://www.clapat.com/templates/humpton/index-carousel/shortcodes.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/shortcodes.aa.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:14	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:13%20GMT	https://www.clapat.com/templates/humpton/index-carousel/shortcodes/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/shortcodes/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:15	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:14%20GMT	https://www.clapat.com/templates/humpton/index-carousel/images/01hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/01hero.ab.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:15	0/-1	---M--	302	error ('')			https://www.clapat.com/templates/humpton/index-carousel/images/01hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/01hero.ac.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:16	274/274	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:15%20GMT	https://www.clapat.com/templates/humpton/index-carousel/project01.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/project01.ad.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:17	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:15%20GMT	https://www.clapat.com/templates/humpton/index-carousel/project01/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/project01/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:17	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:16%20GMT	https://www.clapat.com/templates/humpton/index-carousel/images/02hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/02hero.ae.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:17	0/-1	---M--	302	error ('')			https://www.clapat.com/templates/humpton/index-carousel/images/02hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/02hero.af.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:18	274/274	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:17%20GMT	https://www.clapat.com/templates/humpton/index-carousel/project02.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/project02.b0.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:19	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:17%20GMT	https://www.clapat.com/templates/humpton/index-carousel/project02/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/project02/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:19	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:18%20GMT	https://www.clapat.com/templates/humpton/index-carousel/images/03hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/03hero.b1.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:19	0/-1	---M--	302	error ('')			https://www.clapat.com/templates/humpton/index-carousel/images/03hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/03hero.b2.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:20	274/274	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:19%20GMT	https://www.clapat.com/templates/humpton/index-carousel/project03.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/project03.b3.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:21	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:19%20GMT	https://www.clapat.com/templates/humpton/index-carousel/project03/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/project03/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:21	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:20%20GMT	https://www.clapat.com/templates/humpton/index-carousel/images/04hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/04hero.b4.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:21	0/-1	---M--	302	error ('')			https://www.clapat.com/templates/humpton/index-carousel/images/04hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/04hero.b5.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:22	274/274	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:21%20GMT	https://www.clapat.com/templates/humpton/index-carousel/project04.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/project04.b6.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:23	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:21%20GMT	https://www.clapat.com/templates/humpton/index-carousel/project04/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/project04/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:23	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:22%20GMT	https://www.clapat.com/templates/humpton/index-carousel/images/05hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/05hero.b7.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:23	0/-1	---M--	302	error ('')			https://www.clapat.com/templates/humpton/index-carousel/images/05hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/05hero.b8.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:25	274/274	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:23%20GMT	https://www.clapat.com/templates/humpton/index-carousel/project05.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/project05.b9.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:25	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:24%20GMT	https://www.clapat.com/templates/humpton/index-carousel/project05/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/project05/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:26	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:24%20GMT	https://www.clapat.com/templates/humpton/index-carousel/images/06hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/06hero.ba.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:26	0/-1	---M--	302	error ('')			https://www.clapat.com/templates/humpton/index-carousel/images/06hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/images/06hero.bb.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:27	274/274	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:25%20GMT	https://www.clapat.com/templates/humpton/index-carousel/project06.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/project06.bc.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:27	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:26%20GMT	https://www.clapat.com/templates/humpton/index-carousel/project06/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/project06/index.html	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:28	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:27%20GMT	https://www.clapat.com/templates/humpton/index-carousel/js/jquery.min.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/js/jquery.min.bd.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:29	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:28%20GMT	https://www.clapat.com/templates/humpton/index-carousel/js/clapatwebgl.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/js/clapatwebgl.be.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:30	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:29%20GMT	https://www.clapat.com/templates/humpton/index-carousel/js/plugins.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/js/plugins.bf.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:31	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:30%20GMT	https://www.clapat.com/templates/humpton/index-carousel/js/common.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/js/common.c0.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:32	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:31%20GMT	https://www.clapat.com/templates/humpton/index-carousel/js/contact.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/js/contact.c1.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:33	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:32%20GMT	https://www.clapat.com/templates/humpton/index-carousel/js/scripts.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/index-carousel/js/scripts.c2.delayed	(from https://www.clapat.com/templates/humpton/index-carousel/)
09:51:34	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:33%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/favicon.ico	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/favicon.c3.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:35	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:34%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/style.css	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/style.c4.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:36	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:35%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/css/all.min.css	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/css/all.min.c5.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:37	282/282	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:36%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/index.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/index.c6.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:37	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:36%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/index/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/index/index.html	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:38	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:37%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/images/logo.png	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/images/logo.c7.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:39	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:38%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/images/logo-white.png	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/images/logo-white.c8.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:40	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:39%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/index-showcase.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/index-showcase.c9.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:40	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:39%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/index-showcase/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/index-showcase/index.html	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:41	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:40%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/index-carousel.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/index-carousel.ca.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:41	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:40%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/index-carousel/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/index-carousel/index.html	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:42	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:41%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/portfolio-overlapping-grid.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/portfolio-overlapping-grid.cb.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:42	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:41%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/portfolio-overlapping-grid/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/portfolio-overlapping-grid/index.html	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:43	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:42%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/portfolio-parallax-grid.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/portfolio-parallax-grid.cc.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:43	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:42%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/portfolio-parallax-grid/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/portfolio-parallax-grid/index.html	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:44	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:43%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/portfolio-grid.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/portfolio-grid.cd.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:45	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:43%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/portfolio-grid/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/portfolio-grid/index.html	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:45	282/282	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:44%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/about.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/about.ce.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:46	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:44%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/about/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/about/index.html	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:46	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:51:45%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/contact.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/contact.cf.delayed	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
09:51:47	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2014%20Aug%202023%2002:51:45%20GMT	https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/contact/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-overlapping-grid/contact/index.html	(from https://www.clapat.com/templates/humpton/portfolio-overlapping-grid/)
